sensor_id,irrigate,energy_used,data_processed,timestamp
sensor_7,True,0.177,0.47,1759760733.66765
sensor_10,True,0.161,0.12,1759760733.7812643
sensor_5,False,0.139,0.41,1759760735.668006
sensor_3,True,0.094,0.51,1759760735.7816076
sensor_3,False,0.162,0.29,1759760737.6687348
sensor_2,False,0.057,0.52,1759760737.7825236
sensor_2,True,0.15,0.17,1759760739.6693091
sensor_4,True,0.069,0.45,1759760739.783197
sensor_3,False,0.168,0.36,1759760741.6697106
sensor_9,False,0.089,0.41,1759760741.783596
sensor_1,False,0.103,0.55,1759760743.6704328
sensor_8,False,0.108,0.14,1759760743.7842577
sensor_8,True,0.135,0.29,1759760745.671109
sensor_10,False,0.181,0.47,1759760745.7849371
sensor_9,True,0.192,0.23,1759760747.6715589
sensor_10,True,0.148,0.37,1759760747.785613
sensor_4,False,0.133,0.57,1759760749.6722326
sensor_7,False,0.131,0.25,1759760749.7864172
sensor_9,False,0.15,0.55,1759760751.672993
sensor_1,True,0.147,0.67,1759760751.787138
sensor_10,True,0.072,0.34,1759760753.6736312
sensor_10,True,0.058,0.35,1759760753.7879567
sensor_8,True,0.172,0.54,1759760755.6743877
sensor_3,True,0.061,0.24,1759760755.7886007
sensor_1,True,0.169,0.27,1759760757.675168
sensor_3,True,0.137,0.6,1759760757.7892995
sensor_7,True,0.123,0.33,1759760759.6759632
sensor_6,False,0.184,0.49,1759760759.7902446
sensor_2,True,0.194,0.62,1759760761.6766126
sensor_6,False,0.095,0.18,1759760761.7910001
sensor_7,True,0.064,0.18,1759760763.6773863
sensor_2,True,0.077,0.52,1759760763.7913845
sensor_1,False,0.2,0.16,1759760765.6778736
sensor_3,True,0.085,0.22,1759760765.7917082
sensor_6,False,0.131,0.2,1759760767.678481
sensor_1,False,0.092,0.25,1759760767.7923822
sensor_7,True,0.052,0.69,1759760769.6790512
sensor_4,False,0.051,0.29,1759760769.7930226
sensor_10,True,0.186,0.52,1759760771.6800406
sensor_4,False,0.185,0.41,1759760771.7937298
sensor_7,False,0.151,0.49,1759760773.680628
sensor_10,True,0.154,0.31,1759760773.7943687
sensor_3,False,0.138,0.39,1759760775.6810048
sensor_9,True,0.099,0.42,1759760775.7947018
sensor_4,False,0.118,0.55,1759760777.6815574
sensor_10,True,0.159,0.4,1759760777.7952163
sensor_4,True,0.078,0.62,1759760779.6823237
sensor_4,False,0.116,0.21,1759760779.7958555
sensor_8,False,0.109,0.68,1759760781.682936
sensor_2,False,0.155,0.63,1759760781.7964442
sensor_4,False,0.166,0.37,1759760783.683542
sensor_5,False,0.163,0.55,1759760783.7971947
sensor_6,True,0.128,0.31,1759760785.684253
sensor_10,True,0.117,0.19,1759760785.7977755
sensor_9,True,0.187,0.35,1759760787.6850555
sensor_10,False,0.104,0.37,1759760787.798625
sensor_3,False,0.102,0.39,1759760789.6858866
sensor_5,False,0.051,0.44,1759760789.7992399
sensor_1,True,0.191,0.4,1759760791.6866887
sensor_3,False,0.079,0.18,1759760791.8000867
sensor_8,True,0.132,0.7,1759760793.6875956
sensor_6,True,0.121,0.32,1759760793.800759
sensor_2,True,0.153,0.46,1759760795.6882663
sensor_4,True,0.199,0.55,1759760795.8015602
sensor_6,False,0.12,0.11,1759760797.6889153
sensor_2,False,0.143,0.39,1759760797.802224
sensor_6,True,0.181,0.17,1759760799.6896489
sensor_2,True,0.148,0.13,1759760799.8027105
sensor_10,False,0.146,0.54,1759760801.6904783
sensor_6,False,0.054,0.33,1759760801.8033583
sensor_10,True,0.155,0.6,1759760803.691273
sensor_4,False,0.154,0.57,1759760803.8040614
sensor_8,True,0.172,0.54,1759760805.6917808
sensor_2,False,0.056,0.17,1759760805.8043864
sensor_10,True,0.075,0.31,1759760807.6922739
sensor_4,False,0.165,0.11,1759760807.8052895
sensor_3,True,0.2,0.17,1759760809.6928551
sensor_5,False,0.165,0.51,1759760809.8059258
sensor_9,True,0.184,0.46,1759760811.6934495
sensor_7,True,0.145,0.66,1759760811.8062384
sensor_8,False,0.068,0.35,1759760813.6941438
sensor_10,True,0.121,0.37,1759760813.8068764
sensor_3,True,0.188,0.45,1759760815.6947682
sensor_10,False,0.139,0.59,1759760815.8075283
sensor_1,False,0.099,0.21,1759760817.6954412
sensor_5,True,0.105,0.62,1759760817.8081357
sensor_7,True,0.099,0.33,1759760819.6957502
sensor_1,False,0.2,0.68,1759760819.808504
sensor_8,False,0.157,0.63,1759760821.6962626
sensor_2,True,0.11,0.66,1759760821.8091471
sensor_7,False,0.115,0.15,1759760823.6967702
sensor_9,True,0.142,0.67,1759760823.8095777
sensor_4,True,0.075,0.55,1759760825.697453
sensor_5,True,0.106,0.22,1759760825.8103797
sensor_8,False,0.092,0.22,1759760827.6978588
sensor_3,True,0.127,0.43,1759760827.8111446
sensor_5,False,0.119,0.4,1759760829.6982799
sensor_2,False,0.068,0.67,1759760829.8116558
sensor_6,True,0.096,0.17,1759760831.6989217
sensor_4,True,0.078,0.49,1759760831.8120773
sensor_3,True,0.161,0.57,1759760833.6998892
sensor_10,False,0.106,0.26,1759760833.812595
sensor_6,False,0.07,0.16,1759760835.7004323
sensor_3,False,0.158,0.15,1759760835.8129022
sensor_2,True,0.095,0.58,1759760837.7009509
sensor_8,True,0.099,0.5,1759760837.8132544
sensor_1,False,0.126,0.38,1759760839.701372
sensor_1,False,0.122,0.34,1759760839.8138194
sensor_4,True,0.16,0.27,1759760841.7019181
sensor_6,False,0.1,0.64,1759760841.8145077
sensor_7,True,0.151,0.45,1759760843.702264
sensor_3,False,0.131,0.18,1759760843.8152375
sensor_3,False,0.199,0.31,1759760845.7028892
sensor_10,True,0.091,0.31,1759760845.8156824
sensor_8,True,0.078,0.39,1759760847.7035513
sensor_7,False,0.19,0.13,1759760847.8161306
sensor_1,True,0.148,0.11,1759760849.7042313
sensor_6,True,0.148,0.64,1759760849.816887
sensor_1,True,0.11,0.53,1759760851.7049723
sensor_9,True,0.174,0.6,1759760851.8175592
sensor_8,False,0.178,0.69,1759760853.7055202
sensor_6,False,0.197,0.33,1759760853.8183558
sensor_10,True,0.123,0.54,1759760855.7062397
sensor_6,False,0.144,0.66,1759760855.8187587
sensor_7,False,0.089,0.5,1759760857.7068794
sensor_1,False,0.154,0.61,1759760857.8194735
sensor_4,True,0.135,0.47,1759760859.7072597
sensor_4,True,0.162,0.4,1759760859.8200808
sensor_7,False,0.102,0.25,1759760861.7080226
sensor_6,False,0.11,0.39,1759760861.8205283
sensor_2,False,0.11,0.14,1759760863.7085874
sensor_1,True,0.195,0.57,1759760863.8211732
sensor_3,False,0.09,0.21,1759760865.70936
sensor_7,False,0.151,0.34,1759760865.821952
sensor_7,False,0.108,0.21,1759760867.7098014
sensor_2,True,0.113,0.6,1759760867.8226564
sensor_5,False,0.173,0.69,1759760869.7106035
sensor_10,False,0.076,0.37,1759760869.8234916
sensor_3,False,0.135,0.35,1759760871.7111979
sensor_6,False,0.159,0.33,1759760871.8241014
sensor_7,False,0.194,0.7,1759760873.7116199
sensor_9,False,0.055,0.41,1759760873.824744
sensor_4,False,0.112,0.5,1759760875.7122269
sensor_8,False,0.121,0.3,1759760875.8254395
sensor_8,True,0.136,0.19,1759760877.7127948
sensor_5,False,0.114,0.17,1759760877.8262086
sensor_8,True,0.193,0.59,1759760879.7134504
sensor_8,False,0.191,0.13,1759760879.826994
sensor_10,False,0.103,0.12,1759760881.714085
sensor_2,False,0.198,0.19,1759760881.8277607
sensor_2,False,0.164,0.58,1759760883.714394
sensor_1,True,0.145,0.43,1759760883.8285105
sensor_9,False,0.066,0.2,1759760885.7146642
sensor_7,False,0.171,0.61,1759760885.8291218
sensor_4,True,0.136,0.28,1759760887.7152104
sensor_6,True,0.14,0.47,1759760887.8296158
sensor_1,False,0.163,0.64,1759760889.7158525
sensor_8,False,0.197,0.11,1759760889.8302252
sensor_6,True,0.161,0.27,1759760891.7164483
sensor_3,True,0.089,0.29,1759760891.8339708
sensor_4,True,0.054,0.59,1759760893.7168481
sensor_8,False,0.141,0.25,1759760893.8347611
sensor_8,False,0.119,0.62,1759760895.7174156
sensor_10,True,0.133,0.16,1759760895.8353226
sensor_6,False,0.144,0.45,1759760897.7180068
sensor_3,True,0.094,0.4,1759760897.8362877
sensor_4,False,0.058,0.42,1759760899.7188046
sensor_4,True,0.075,0.15,1759760899.8369908
sensor_9,True,0.177,0.25,1759760901.719663
sensor_2,False,0.089,0.34,1759760901.8374853
sensor_9,True,0.12,0.12,1759760903.720329
sensor_4,False,0.063,0.49,1759760903.8379502
sensor_8,True,0.181,0.51,1759760905.7210789
sensor_5,True,0.092,0.34,1759760905.8386161
sensor_2,False,0.1,0.13,1759760907.7216706
sensor_5,True,0.076,0.69,1759760907.8393483
sensor_9,True,0.176,0.32,1759760909.7221477
sensor_9,True,0.132,0.31,1759760909.839827
sensor_4,True,0.065,0.17,1759760911.7228432
sensor_2,True,0.101,0.62,1759760911.840544
sensor_3,False,0.142,0.32,1759760913.7234643
sensor_1,False,0.198,0.37,1759760913.8409693
sensor_1,False,0.16,0.64,1759760915.7241817
sensor_2,False,0.093,0.18,1759760915.8416061
sensor_9,False,0.182,0.35,1759760917.7249231
sensor_8,False,0.098,0.53,1759760917.8420045
sensor_8,True,0.083,0.24,1759760919.725267
sensor_7,True,0.168,0.62,1759760919.8423734
sensor_1,True,0.192,0.42,1759760921.7260609
sensor_9,True,0.061,0.18,1759760921.8430645
sensor_4,False,0.055,0.49,1759760923.7267253
sensor_6,False,0.163,0.2,1759760923.8435974
sensor_6,True,0.101,0.38,1759760925.7273061
sensor_5,False,0.051,0.67,1759760925.844063
sensor_7,True,0.066,0.67,1759760927.7278733
sensor_9,True,0.101,0.18,1759760927.8447707
sensor_9,True,0.058,0.43,1759760929.7285924
sensor_9,False,0.064,0.28,1759760929.8453782
sensor_6,False,0.062,0.11,1759760931.7292006
sensor_5,False,0.066,0.22,1759760931.8460946
sensor_5,True,0.152,0.46,1759760933.7298915
sensor_5,False,0.179,0.61,1759760933.8467126
sensor_6,True,0.182,0.5,1759760935.730482
sensor_8,False,0.117,0.4,1759760935.847337
sensor_5,False,0.085,0.38,1759760937.7311246
sensor_7,True,0.082,0.35,1759760937.8480558
sensor_10,True,0.105,0.16,1759760939.7317097
sensor_7,True,0.132,0.69,1759760939.8485887
sensor_5,False,0.168,0.64,1759760941.732082
sensor_8,True,0.078,0.57,1759760941.849041
sensor_9,True,0.111,0.23,1759760943.7327502
sensor_6,True,0.168,0.11,1759760943.8497238
sensor_3,False,0.191,0.52,1759760945.733405
sensor_5,False,0.157,0.23,1759760945.8500667
sensor_7,False,0.199,0.57,1759760947.7340713
sensor_10,False,0.161,0.27,1759760947.850782
sensor_2,False,0.177,0.35,1759760949.7347472
sensor_5,True,0.194,0.33,1759760949.8514965
sensor_8,False,0.066,0.61,1759760951.7353592
sensor_3,True,0.189,0.24,1759760951.8522286
sensor_8,True,0.111,0.32,1759760953.7362454
sensor_8,False,0.115,0.29,1759760953.852839
sensor_6,True,0.097,0.52,1759760955.7369359
sensor_4,True,0.147,0.36,1759760955.8537474
sensor_3,False,0.158,0.11,1759760957.7375846
sensor_8,True,0.084,0.7,1759760957.8544743
sensor_8,False,0.181,0.45,1759760959.7382243
sensor_4,True,0.075,0.34,1759760959.8551555
sensor_8,False,0.179,0.66,1759760961.7385883
sensor_3,False,0.119,0.45,1759760961.8557727
sensor_10,True,0.127,0.28,1759760963.739175
sensor_7,True,0.06,0.25,1759760963.8561692
sensor_7,False,0.166,0.54,1759760965.73983
sensor_10,False,0.171,0.38,1759760965.856845
sensor_5,False,0.189,0.51,1759760967.7403553
sensor_3,True,0.139,0.6,1759760967.8577032
sensor_5,True,0.116,0.62,1759760969.7406642
sensor_1,False,0.07,0.49,1759760969.8584194
sensor_3,True,0.084,0.22,1759760971.741295
sensor_3,True,0.194,0.7,1759760971.859196
sensor_4,True,0.162,0.31,1759760973.7419639
sensor_9,False,0.147,0.37,1759760973.8599036
sensor_3,True,0.088,0.11,1759760975.7426813
sensor_10,True,0.051,0.28,1759760975.8606865
sensor_9,False,0.109,0.34,1759760977.7434604
sensor_5,False,0.067,0.6,1759760977.8613985
sensor_10,False,0.103,0.14,1759760979.7441144
sensor_10,True,0.069,0.67,1759760979.862107
sensor_7,True,0.173,0.61,1759760981.7447958
sensor_1,False,0.185,0.35,1759760981.8626645
sensor_3,True,0.16,0.51,1759760983.7455268
sensor_1,False,0.082,0.14,1759760983.8634508
sensor_2,False,0.136,0.47,1759760985.7463503
sensor_6,True,0.101,0.37,1759760985.8641121
sensor_4,False,0.124,0.44,1759760987.7469683
sensor_2,True,0.179,0.21,1759760987.8648822
sensor_5,False,0.065,0.12,1759760989.747547
sensor_1,True,0.08,0.54,1759760989.8655841
sensor_3,True,0.124,0.33,1759760991.7482684
sensor_1,True,0.05,0.24,1759760991.8662786
sensor_2,False,0.138,0.28,1759760993.7489617
sensor_3,True,0.152,0.28,1759760993.866935
sensor_6,True,0.143,0.5,1759760995.74948
sensor_2,True,0.09,0.48,1759760995.867623
sensor_3,True,0.112,0.48,1759760997.7505043
sensor_1,True,0.06,0.15,1759760997.86848
sensor_10,False,0.191,0.44,1759760999.7512248
sensor_10,True,0.117,0.67,1759760999.8691483
sensor_6,True,0.092,0.34,1759761001.752001
sensor_4,True,0.103,0.27,1759761001.8698633
sensor_1,False,0.185,0.21,1759761003.7527733
sensor_8,False,0.093,0.19,1759761003.870587
sensor_9,True,0.082,0.14,1759761005.753574
sensor_4,False,0.142,0.17,1759761005.8712425
sensor_8,True,0.067,0.54,1759761007.754312
sensor_6,True,0.112,0.64,1759761007.8720615
sensor_1,True,0.122,0.48,1759761009.7550073
sensor_3,False,0.174,0.12,1759761009.872744
sensor_2,False,0.194,0.1,1759761011.7556329
sensor_5,True,0.134,0.18,1759761011.8735285
sensor_6,False,0.188,0.45,1759761013.756437
sensor_2,False,0.077,0.13,1759761013.874411
sensor_8,True,0.165,0.67,1759761015.7572844
sensor_1,False,0.132,0.25,1759761015.8751225
sensor_8,True,0.086,0.68,1759761017.7580311
sensor_9,True,0.141,0.68,1759761017.8759623
sensor_8,False,0.173,0.11,1759761019.7587538
sensor_3,True,0.133,0.57,1759761019.8766634
sensor_2,False,0.119,0.37,1759761021.7594411
sensor_5,False,0.062,0.43,1759761021.8773842
sensor_2,True,0.181,0.67,1759761023.76001
sensor_6,False,0.122,0.49,1759761023.8780763
sensor_7,True,0.18,0.35,1759761025.7602687
sensor_8,False,0.17,0.5,1759761025.8788078
sensor_2,False,0.069,0.47,1759761027.7607193
sensor_10,False,0.065,0.69,1759761027.87949
sensor_9,True,0.051,0.62,1759761029.7611341
sensor_10,True,0.137,0.52,1759761029.880262
sensor_3,False,0.1,0.36,1759761031.7617707
sensor_9,False,0.179,0.34,1759761031.881033
sensor_1,True,0.1,0.48,1759761033.762546
sensor_9,False,0.094,0.21,1759761033.8816953
sensor_8,True,0.149,0.44,1759761035.763095
sensor_6,True,0.084,0.42,1759761035.882289
sensor_2,True,0.095,0.54,1759761037.7638676
sensor_6,False,0.134,0.54,1759761037.8829844
sensor_1,False,0.182,0.58,1759761039.7644296
sensor_5,False,0.089,0.6,1759761039.883671
sensor_7,False,0.112,0.16,1759761041.7652419
sensor_9,False,0.155,0.21,1759761041.884328
sensor_1,False,0.17,0.51,1759761043.7661633
sensor_4,True,0.119,0.43,1759761043.8850143
sensor_10,True,0.181,0.34,1759761045.7668457
sensor_10,True,0.123,0.13,1759761045.885648
sensor_6,False,0.185,0.29,1759761047.7674124
sensor_6,False,0.088,0.44,1759761047.8863995
sensor_9,True,0.137,0.42,1759761049.768103
sensor_7,False,0.181,0.2,1759761049.887022
sensor_8,True,0.054,0.42,1759761051.7689114
sensor_6,True,0.153,0.49,1759761051.8876357
sensor_2,False,0.058,0.43,1759761053.7695467
sensor_6,False,0.151,0.28,1759761053.8884985
sensor_6,False,0.165,0.42,1759761055.7703326
sensor_5,True,0.094,0.51,1759761055.8891625
sensor_4,False,0.125,0.11,1759761057.771106
sensor_8,True,0.08,0.69,1759761057.889999
sensor_1,True,0.175,0.63,1759761059.7719564
sensor_10,True,0.143,0.36,1759761059.890737
sensor_7,False,0.068,0.46,1759761061.7727993
sensor_6,True,0.188,0.39,1759761061.891485
sensor_8,True,0.159,0.52,1759761063.7735
sensor_4,True,0.107,0.14,1759761063.8922472
sensor_2,True,0.093,0.67,1759761065.7743433
sensor_3,True,0.142,0.7,1759761065.892934
sensor_6,True,0.117,0.36,1759761067.7751052
sensor_6,False,0.136,0.14,1759761067.893471
sensor_9,False,0.144,0.55,1759761069.7754738
sensor_5,False,0.162,0.28,1759761069.893877
sensor_9,False,0.142,0.2,1759761071.7762446
sensor_3,True,0.068,0.28,1759761071.8945704
sensor_10,False,0.147,0.44,1759761073.776931
sensor_4,False,0.161,0.68,1759761073.8952029
sensor_10,False,0.143,0.62,1759761075.7776027
sensor_8,False,0.125,0.69,1759761075.8959963
sensor_5,False,0.067,0.61,1759761077.77837
sensor_8,False,0.155,0.67,1759761077.8967018
sensor_2,False,0.15,0.51,1759761079.7790303
sensor_6,False,0.141,0.3,1759761079.8973758
sensor_6,True,0.102,0.12,1759761081.779927
sensor_4,False,0.173,0.24,1759761081.8979902
sensor_1,False,0.183,0.44,1759761083.7806635
sensor_10,False,0.198,0.65,1759761083.89864
sensor_7,True,0.124,0.17,1759761085.7815855
sensor_1,True,0.069,0.35,1759761085.8993266
sensor_5,True,0.069,0.42,1759761087.782403
sensor_4,True,0.173,0.16,1759761087.900126
sensor_4,False,0.199,0.31,1759761089.7831092
sensor_9,False,0.124,0.12,1759761089.9009998
sensor_5,True,0.171,0.54,1759761091.783927
sensor_7,False,0.137,0.26,1759761091.9017415
sensor_5,True,0.074,0.23,1759761093.7846675
sensor_7,True,0.079,0.35,1759761093.9025602
sensor_3,True,0.154,0.4,1759761095.7854416
sensor_4,False,0.057,0.37,1759761095.9034324
sensor_8,False,0.057,0.37,1759761097.7859952
sensor_5,True,0.146,0.34,1759761097.9043343
sensor_5,True,0.07,0.66,1759761099.7867625
sensor_10,False,0.077,0.56,1759761099.905115
sensor_9,False,0.164,0.29,1759761101.7875013
sensor_5,False,0.16,0.24,1759761101.9058776
sensor_5,False,0.096,0.59,1759761103.7882557
